麻疹的症狀為何?如出現疑似麻疹症狀，該怎麼辦？,"麻疹的初期症狀與感冒很像，前驅症狀包括發燒、鼻炎、結膜炎（畏光、流眼淚、眼睛發紅）、咳嗽等。在前驅症狀3到4天後會出現紅疹。臨床上少數個案也可能沒有出疹或出疹型態不典型。
出現疑似麻疹症狀時，應儘速戴口罩就醫，避免搭乘大眾運輸工具。若已被衛生單位通知是麻疹病例的接觸者，應落實自主健康管理，出現上述症狀時，應進行自我隔離並電話通知衛生機關，由衛生機關通知醫院預先規劃動線，且全程戴口罩並避免搭乘大眾運輸工具，以免傳染給其他候診的病人及家屬。"
公務人員及勞工感染水痘是否可請公假？,
外國籍愛滋感染者是否可來台工作?,"1.? 自104年2月4日起，「人類免疫缺乏病毒傳染防治及感染者權益保障條例」已取消外國籍愛滋病毒(HIV)感染者之入境、停留及居留限制，也取消此項健檢項目，因此雇主不會知悉僱用勞工是否感染HIV，且前項條例亦有保障感染者就業權益之相關規定。
2.? 外籍人士來台可至愛滋病指定醫事機構就醫（醫事機構名單可至本部疾病管制署全球資訊網專業版/傳染病介紹/第三類法定傳染病/人類免疫缺乏病毒感染/治療照護/指定醫事機構(醫院，藥局)/愛滋病指定醫事機構名單下查詢；<a target=""_blank"" href=""https://bit.ly/2CwdFIg"">https://bit.ly/2CwdFIg</a>）
3.? 目前我國不補助外籍人士治療愛滋之費用，每年治療費用約需新臺幣30萬元（包含藥費及自費醫療診察費等）。然若外籍感染者於我國就醫並確診通報，自費服藥2年後，仍具健保身分者，其醫療費用可由健保以慢性病照護模式給付。
"
之前聽聞政府打算開放男性間性行為者與吸食毒品者可以捐血，是真的嗎?,男性間性行為者與曾吸食毒品者捐血限制之修正，經107年3月12日至5月11日預告後，因各界所提之意見相當分歧，故捐血之規定並未改變，仍為永不得捐血。
有人在網路上造謠某人為愛滋感染者或發表歧視言論，是否可以「傳染病防治法」或「人類免疫缺乏病毒傳染防治及感染者權益保障條例」裁處?,
之前聽聞民間團體召開記者會提到現行台灣血液基金會每年仍會檢出帶有愛滋病毒的血袋，若我未來因手術需輸血，會不會被感染到愛滋?,台灣血液基金會自102年2月全面採用最新式的核酸擴大檢驗法，將可檢測到愛滋病毒的空窗期縮短到11天，大幅提升血品安全，且自該方法學引進後至今未有因輸血感染愛滋的案例發生，至於每年仍有檢出帶有病毒的血袋，亦說明現行的捐血限制仍無法針對特定高風險對象進行區隔，需靠科學檢驗技術嚴格把關。
感染HIV外國人只要在臺灣服藥滿2年就可以由健保給付？,
政府對於刺青、紋身、紋眉等行業如何輔導與管理？,刺青、紋身、紋眉等行業係屬各縣市政府管理權責，由各縣市政府因地制宜自行訂定規範，並對其轄管刺青、紋身、紋眉業者及從業人員辦理衛生講習，加強其器械消毒、自主管理及傳染病防治之知能。倘民眾於刺青、紋身、紋眉後產生消費爭議，可依消費者保護法第43條，得向業者、消費者保護團體或各縣市政府消費者服務中心或消保官申訴。
結核病怎麼傳染的? 需要住院治療嗎?,<br/>結核病的傳染途徑主要是空氣與飛沫傳染，傳染性的結核病人者經由咳嗽、打噴嚏、說話、唱歌等，將包在分泌物的細菌排在空氣中，被健康的人吸入造成感染。結核病不會經由食物傳染，病人所使用的餐具也不需要另外消毒。此外，診斷為「單純肺外結核」的病人不具傳染性，不會傳染給別人；診斷為「肺結核」的病人從傳染性來看，又可以分為傳染性和非傳染性兩種。傳染性是指痰內帶有結核菌，在尚未服藥治療前會傳染給別人；非傳染性指痰內不帶結核菌，不會傳染給別人。<br/><br/><br/><br/><br/>最後更新日期2021/2/20<br/><br/>
什麼是潛伏結核感染? 如何得知自己是否有潛伏結核感染？,"1.? 結核菌進入人體後在肺部會被肉芽組織包覆，當身體免疫力夠時，可控制不發病，這種平衡的狀態稱之為潛伏結核感染。
2.? 想要了解自己是否有感染結核菌，目前有2種檢驗方法，分別為丙型干擾素釋放試驗(Interferon-γ release assays， IGRAs)或皮膚結核菌素測驗(Tuberculin skin test， TST)。如果您曾接觸高傳染性結核病個案，衛生單位公衛管理人員會協助轉介您至合作醫院接受檢查和治療評估。"
結核病人可以照常工作、生活、結婚、生育嗎?,"1.? 傳染病防治法第12條規定：政府機關（構）、民間團體、事業或個人不得拒絕傳染病病人就學、工作、安養、居住或予其他不公平之待遇，除非經主管機關基於傳染病防治需要限制者。因此，罹患結核病者只要規則服藥仍可繼續上班、上課。
2.? 不過若您是診斷為傳染性結核病時，為了您及周圍民眾的健康著想，建議在一開始服藥的前兩個星期，能夠儘量在家療養，並加入都治服藥，不要到人口稠密的公共場合去。等到規則服藥兩週或痰檢驗呈陰性以後，就可以恢復原來的作息了。
3.? 此外結核病人只要規則治療，一樣可以結婚，享受性生活，如果能夠與醫師配合，規則服藥、定期回診，也可以照常的工作。但是女性患者在治療期間最好不要懷孕，因為治療過程中往往需要接受Ⅹ光檢查，會有諸多不便。所以，如果一旦發現懷孕，應儘快告知醫師避免Ⅹ光檢查，並請醫師調整結核藥物。 
4.? 結核菌經由胎盤傳染給胎兒，引起先天性結核病的機會極低；再加上目前有三種對胎兒無害的抗結核藥物可供選擇，因此即使懷孕了也不必擔心。另需注意，服用抗結核藥物會使口服避孕藥失效，請改採其他避孕方法。"
潛伏結核感染檢驗呈陽性怎麼辦? 會馬上變成結核病人嗎?我該如何處理?,<br/>潛伏結核感染檢驗方式有2種，分別為皮膚結核菌素測驗和丙型干擾素釋放試驗，檢驗陽性者表示身體過去接觸過結核菌，並且細菌可能已留在體內，這種情形就稱為「潛伏結核感染」，建議應該依醫師綜合評估排除活動性結核病後加入潛伏結核感染治療，以預防發病。<br/><br/><br/><br/><br/><br/>最後更新日期2021/2/18<br/><br/>
接種流感疫苗可以正常哺乳/餵母奶嗎？,可以！哺乳與接種流感疫苗並沒有任何衝突，因為哺乳中的媽媽跟寶寶會有親密的接觸，所以媽媽接種疫苗也可以降低寶寶感染流感的機會喔。
我要通報傳染病,"如您是一般民眾，請您撥打免付費防疫專線1922進行通報；如您為醫療人員，您可使用傳染病通報系統進行通報，相關資訊請見以下網址。
<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/MPage/bkhUQG-c1G_sujF96MLmsg"">https://www.cdc.gov.tw/Category/MPage/bkhUQG-c1G_sujF96MLmsg</a>"
自費淋病用藥藥多少錢?,淋病之治療藥物屬健保給付範圍，您可就近至各健保特約醫事機構(醫院及診所)，並支付門診掛號費，即可接受淋病治療。
「潛伏結核全都治」與過去潛伏結核感染（LTBI）治療做法有什麼不同？,
「潛伏結核全都治」什麼時候開始？,
要如何成為LTBI治療指定醫院？,
本計畫有關健保代收代付三項新增給付項目，會影響原來接觸者檢查或LTBI治療的健保給付嗎？是否會影響總額及打折？,為使「潛伏結核全都治計畫」順利推動，有關結核病接觸者檢查及潛伏結核感染治療，除原申報之健保費用及本署補助之部分負擔費用外，本署另提供上述三項給付項目，不會影響原本健保申報及給付，亦不會納入總額計算，且採1點1元給付。
執行IGRA（QFT?）抽血之醫院，如何取得採血管？,
如果抽血失敗，是否可以申報「結核病接觸者衛教諮詢及抽血」項目？,
醫院工作者若為接觸者，也適用「潛伏結核全都治計畫」進行IGRA及LTBI治療嗎？,
懷孕之接觸者經LTBI檢驗結果為陽性，是否可待產後再開始進行LTBI治療？,
公衛端送驗IGRA血液檢體至合約實驗室，實驗室沒有過卡應如何申報？,
我們醫院不是合約實驗室，也可以進行IGRA檢驗並申報嗎？,
如果我們醫院有意願加入套裝給付服務，但無IGRA檢驗能力時，1.是否可委由公衛端轉送檢體至代檢網實驗執行檢驗？2.若委由其他實驗室執行IGRA檢驗，如何申報檢驗費用？,
檢驗完成後怎麼發報告？,
倘不同醫院重複申報同一個案抽血等項目時，會被核刪嗎？,依照目前的運作流程，每例對象於1年內針對特定時程進行接觸者檢查（例如第3個月接觸者檢查），應只會收到一張「接觸者轉介單」，故發生之機率不大，當本署檢核發現該情況時，會瞭解原因，倘非可歸責於醫院時，則不會進行核刪。
什麼是「速克伏」短程治療處方？,
使用「速克伏」短程治療處方有年齡限制嗎？,
哪些人不適用「速克伏」短程治療處方？,
倘接觸者TST檢驗結果為+20 mm，經INH治療2個月後，因肝炎停藥（無症狀，肝功能異常高於基本值5倍），現在政策提供「速克伏」短程治療處方，是否可以讓該名個案改用「速克伏」治療？,
使用「速克伏」短程治療處方應注意什麼？,
開立「速克伏」短程治療處方，一次可開立12個劑量嗎？,
≧35歲之IGRA陽性個案，LTBI治療前必須檢測肝功能及HIV，在HIV檢驗上，應如何向病人解釋說明？,
服用「速克伏」短程治療處方者，倘有副作用，應如何處置？,
服用「速克伏」短程治療處方如有副作用，可以申請藥害救濟嗎？,
發生不可預期的嚴重不良反應（住院或者死亡）時，應如何處理？,
4個月rifampin (4R)處方的適用對象是誰？,
什麼時候開始可以使用4R處方？,
4R處方的劑量應怎麼給予？,
使用4R處方是否有年齡限制？,
誰使用4R處方要特別留意？,
藥敏全敏感指標個案的接觸者可以使用4R處方嗎？,
如果個案拒絕加入都治計畫，有什麼治療的選擇？,接受LTBI治療者均建議加入都治計畫，透過關懷員關懷目視服藥 (DOPT或eDOPT皆可)，可及早發現不良反應，避免嚴重傷害，順利完成療程。若個案不接受都治，則不建議醫師開立4R處方。
懷孕或哺乳中的婦女可以使用4R處方嗎？,
洗腎個案可以使用4R處方嗎？,
使用4R處方可能會出現什麼不良反應？,
使用4R處方有什麼注意事項？,
服用4R處方如有嚴重副作用，可以申請藥害救濟嗎？,
使用4R處方治療過程中需要做哪些監測？,
4R處方用藥如何申報費用？,
有關健保署代收代付，可以申報哪些項目？,
哪些醫療院所除原健保醫療給付外，可以申報上述新增三項給付項目？,醫療院所須為潛伏結核感染治療指定醫院方可申報。
衛生所如果有醫療門診，且為LTBI治療指定醫院，是否可以申報？,
符合哪些條件才可以申報這些新增健保代收代付項目？,"給付條件如下：
1.執行結核病接觸者檢查衛教諮詢、抽血者，可申報「結核病接觸者檢查衛教諮詢及抽血」項目100點。
2.執行丙型干擾素釋放試驗IGRA檢驗者，可申報「丙型干擾素釋放試驗IGRA檢驗（不含試劑費）」項目300點。
3.倘潛伏結核感染檢驗（TST/IGRA）結果為陽性，經合作醫師評估通過而加入潛伏結核感染治療，首次處方開立可申報「潛伏結核感染治療衛教諮詢」100點。故TST/IGRA檢驗陰性者，就診醫院無法申報該項目。
"
5歲以上接觸者因個人因素，抽血失敗，應如何處置？,應儘可能給予接觸者衛教且執行抽血，但如血量不足以進行後續檢驗，且確定無法再進行抽血者，請於「TB接觸者就醫轉介單」註明「抽血失敗」，並請個案回衛生所改以TST進行服務，做為LTBI診斷工具。台北市部分，則依現行狀況由具有合格TST 試驗人員之醫院進行TST服務。
接觸者若曾進行TST或IGRA檢驗結果為陰性者，此次因再度曝觸結核病個案又被匡列為接觸者，可以再做IGRA檢驗嗎？,
若接觸者曾為TB個案或曾經進行TST檢驗結果為陽性者，此次因再度曝觸結核病個案又被匡列為接觸者，可以再做IGRA檢驗嗎？,診斷結核病的檢查主要靠驗痰和胸部Ⅹ光檢查，其中驗痰的結果和疾病的傳染性息息相關；所以一旦懷疑是否罹患結核病，應接受驗痰<br />另外胸部Ⅹ光也是診斷結核病很方便的工具，一些病灶輕微，還不具傳染性的早期病患，胸部Ⅹ光可以協助醫師診斷<br />
安養院/密集機構住民年齡多為65歲以上，且常見臥床（就醫不便）或合併慢性病等情形，衍生藥物交互作用或不易評估服藥之副作用等問題，是否建議此類對象進行IGRA檢驗及LTBI治療？,
LTBI治療個案於每次就醫時，都可以申報「潛伏結核感染治療衛教諮詢」項目嗎？,
公衛端送驗IGRA血液檢體至合約實驗室，沒有過卡應如何申報？,
未滿5歲接觸者，是否可使用IGRA進行診斷？ ,
未滿5歲接觸者，如使用IGRA進行診斷，公費是否支應？,
接觸者前次進行TST檢驗結果為陽性，但未接受LTBI治療，倘為勸其加入LTBI治療，是否可進行IGRA檢驗？公費是否支應？,
若接觸者符合IGRA檢驗對象，但拒絕抽血，應如何處置？,
關懷員年度例行TST檢驗是否可以改採IGRA？,
除合約實驗室外，縣市可以選擇符合自己需求之實驗室進行檢驗嗎？,合約實驗室可提供IGRA檢驗服務，惟為提升接觸者就醫方便性，衛生局可規劃轉介接觸者至LTBI治療指定醫院，由其提供衛教、抽血、檢驗及治療評估服務，倘衛生局規劃由非本署合約或認可實驗室進行檢驗。所有提供IGRA檢驗服務之實驗室均應考量檢驗品質，並且須完成廠商辦理之IGRA檢驗教育訓練。
送驗單如何勾選？,
當IGRA檢驗結果為不確定值時怎麼辦？,
公費購買的Rifapentine會放置在那些醫院，醫院分配的藥物如果快用完了要如何申請？,
當LTBI治療個案臨時無法於約定日服藥，可以提前或延後嗎？,
若個案使用「速克伏」短程治療處方，是否可以磨粉使用？需要注意什麼？,
LTBI個案服用「速克伏」短程治療處方常見的副作用是什麼？,
使用「速克伏」短程治療處方者，倘有副作用，應如何處置？,
服用「速克伏」短程治療處方如有嚴重副作用，可以申請藥害救濟嗎？,
使用「速克伏」短程治療處方治療過程中需要做哪些監測？停藥標準是什麼？,
使用「速克伏」短程治療處方者，因第1個dose在醫院服藥，後續即便11次皆親眼目睹卻未達DOPT親自關懷率A級，非公衛端之責任，是否可調整A級標準？,
接觸者經LTBI合作醫師評估後願意接受LTBI治療，且使用「速克伏」短程治療處方，但後續公衛端與其聯繫卻拒絕加入都治，該怎麼辦？,
愛滋病母子垂直感染,愛滋病毒母子垂直感染指的是說嬰兒會由已感染病毒的母親在妊娠期、生產期、或因授乳而得到愛滋病毒。
愛滋病用藥,高效能抗愛滋病毒治療(俗稱雞尾酒療法)是組合性之抗愛滋病毒藥物，一般以兩種核酸反轉錄?抑制劑(NRTI)為治療骨幹，再從非核酸反轉錄?抑制劑(NNRTI)、蛋白?抑制劑(PI)、嵌入?抑制劑(II)或其他具新抗病毒機轉的藥物，搭配治療骨幹，以構成抗愛滋病毒藥物組合。
卡介苗,卡介苗是用牛型結核菌，經人工繼代培養的活性減毒疫苗。接種卡介苗可避免幼童發生嚴重結核病，研究顯示，未接種卡介苗的幼童罹患結核性腦膜炎的發生率約為百萬分之152.5，是有接種者的47倍，此類疾病若未及早診治會造成腦脊髓等不可逆病變(無法自理生活、智商受損等)，並伴隨約20%~40%致死率。
抗藥結核病,要是結核病患者不規則服藥，體內的細菌習慣這些藥物之後，就會產生抗藥性，這時一般使用的抗結核藥物就會無效。其他人萬一被這種病人傳染到，一發病就會是抗藥性結核病
罹患愛滋病要注意什麼?,目前的藥物治療可以改善存活率，但我們仍無法治癒愛滋病毒感染。感染愛滋病毒請遵循醫囑按時服藥，不得任意停藥，必須採行安全性行為及不與別人共用針具
嬰幼兒要如何預防小兒麻痺症？,
MMR出國,
外勞,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明"
外籍人士,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明"
外勞健檢,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明"
外籍人士健檢,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明"
國際疫情,"關於國際疫情與旅遊建議可以參考以下網址喔<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/List/7XRS9-rOLh8NhijuoCCegA"">https://www.cdc.gov.tw/Category/List/7XRS9-rOLh8NhijuoCCegA</a>"
國內疫情,"關於國際疫情與旅遊建議可以參考以下網址喔<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/List/ZrvS2zJwZ03tl8CbKYdI8g</a>"
最近蒙古有鼠疫疫情，是真的嗎,"建議您可以參考鼠疫最新消息及疫情訊息網頁<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/List/o7kuZiDuSb1wiqfCmrrrxw"">https://www.cdc.gov.tw/Category/List/o7kuZiDuSb1wiqfCmrrrxw</a>"
有登革熱疫苗嗎？,國內目前沒有登革熱疫苗，請做好防蚊措施以預防被病媒蚊叮咬。<br />
孕婦有需要打MMR疫苗嗎？,
留學生體檢,"建議您可以參考特殊族群注意事項網頁<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/MPage/bBUjCaZLTv9gZACYTTQAog"">https://www.cdc.gov.tw/Category/MPage/bBUjCaZLTv9gZACYTTQAog</a>"
