接種Q熱疫苗需要額外付費嗎？,,X
疑似感染Q熱了怎麼辦？,如果出現疑似Q熱症狀，應儘速就醫並告知醫師旅遊史，或有無出入飼養動物之農、畜牧場等暴露史，及是否為Q熱高風險職業別等相關資訊。,X
罹患Q熱要注意什麼？,請依照醫護人員指示進行治療。,X
罹患Q熱有需要隔離？,罹患Q熱不需要隔離的喔,X
疑似罹患Q熱要去哪裡就醫？,如有出現疑似Q熱症狀，應儘速就醫並告知醫師旅遊史，或有無出入飼養動物之農、畜牧場等暴露史，及是否為Q熱高風險職業別等相關資訊。,X
Q熱要怎麼治療？,急性Q熱主要是使用doxycycline治療，需遵從醫囑使用。對於慢性Q熱高危險群，則建議於急性Q熱治療後仍應定期追蹤檢查，以便及時診療慢性Q熱。,X
什麼是萊姆病？,萊姆病是由伯氏疏螺旋體（Borrelia burgdorferi）感染的蜱（俗稱壁蝨）叮咬而傳播的人畜共通傳染病<br />大多發生於哺乳類動物，包括人、犬、貓、牛及馬等<br />,X
萊姆病會有什麼症狀？,症狀包括在皮膚組織、循環系統、神經系統及肌肉骨骼系統出現的異常症狀。初期症狀類似感冒，像是頭痛、發燒、疲勞、寒顫、噁心、嘔吐、頭部僵硬、肌肉疼痛及淋巴腺腫脹等<br />被蜱叮咬後3～30日（平均約7日）出現遊走性紅斑，特徵為紅斑性環狀丘疹且中央泛白、局部灼熱，通常無痛感，此紅斑會逐漸擴散成牛眼狀，約有70%至80%的病患會出現此種病徵<br />,X
罹患萊姆病的嚴重性？,未接受妥適治療的病患，60%可能於感染後數月至數年侵犯關節(慢性關節炎)、神經(神經根炎、週邊神經炎、慢性萎縮性 、肢端皮膚炎)。,X
萊姆病有什麼併發症,未接受妥適治療的病患，60%可能於感染後數月至數年侵犯關節(慢性關節炎)、神經(神經根炎、週邊神經炎、慢性萎縮性 、肢端皮膚炎)。,X
萊姆病有哪些高風險族群,軍人、農林工作者，以及經常戶外活動與叢林探險者為高危險群。,X
萊姆病傳染途徑為何？,由感染的蜱叮咬而傳播的傳染病，人類於野外活動，或飼養寵物，伺機性地遭病媒蜱叮咬而致病。人為萊姆病的偶然宿主，不會經由人直接傳染給人，硬蜱的感染主要來自動物宿主。,X
萊姆病潛伏期和可傳染期,潛伏期為被感染蜱叮咬後3～30日，平均約7日會出現遊走性紅斑<br />人為萊姆病的偶然宿主，不會經由人直接傳染給人，硬蜱的感染主要來自動物宿主<br />,X
萊姆病的國內流行期,由於萊姆病是經由蟲媒傳染的疾病，其流行季受到硬蜱生活史與宿主動物活動之影響，尤以每年春末夏初至秋天，若蜱最多的季節(約為5～8月)為流行高峰期。,X
萊姆病流行地區有哪些,萊姆病主要分佈於全球溫帶區域，如美國(尤其是東北部)、歐洲、前蘇聯、英國、加拿大、南美洲，以及鄰近的日本、韓國及中國大陸等國家。,X
如何預防萊姆病,避免暴露於蜱蟲孳生的環境。至郊區、戶外活動或工作時，應做好個人防護措施，如穿淺色長袖衣褲、手套及長靴等保護性衣物，於衣物及皮膚裸露部位塗抹政府機關核可含DEET或Picaridin之蚊蟲忌避劑。<br />回家後，應檢查全身是否遭蜱蟲叮咬或附著，若遭硬蜱叮咬，應儘速用鑷子夾住硬蜱的口器，輕輕地將硬蜱摘除，避免其口器斷裂殘留於體內，並立刻用肥皂沖洗叮咬處，減低遭感染的機會。<br />請勿接觸鼠類、不明來源的寵物動物或野生動物，以避免遭這些動物身上可能帶有的硬蜱叮咬，並做好居家環境整潔，避免鼠類孳生躲藏而傳播病原。<br />,X
接種萊姆病疫苗需要額外付費嗎？,,X
疑似感染萊姆病了怎麼辦？,若出現疑似症狀時，請儘速至附近醫療院所就醫！。,X
罹患萊姆病要注意什麼？,遵從醫護人員指示治療，以避免發展為中、晚期感染。,X
罹患萊姆病有需要隔離？,罹患萊姆病不需要隔離的喔,X
疑似罹患萊姆病要去哪裡就醫？,如有發現遭硬蜱叮咬或出現疑似萊姆病症狀，應儘速就醫並告知醫師旅遊史、動物接觸史或有無出入郊區之暴露史，以供醫師診斷參考。,X
萊姆病要怎麼治療？,急性期，可給予口服抗生素doxycycline， amoxicillin或cefuroxime axetil治療，以避免發展為中、晚期感染<br />已有慢性心肌炎或腦膜炎者必須使用針劑抗生素治療。慢性關節炎或面神經麻痺者，可以口服doxycycline或amoxicillin治療4週<br />,X
什麼是發熱伴血小板減少綜合症？,發熱伴血小板減少綜合症，是被帶有布尼亞病毒科(Bunyaviridae)之病毒「SFTSV」的蜱蟲叮咬所導致的人畜共通傳染病。,X
發熱伴血小板減少綜合症會有什麼症狀？,好問題！蜱蟲叮咬後患處多會出現紅腫、皮疹、水皰或瘀斑；感染者多數有發燒、噁心、嘔吐及食慾不振、血小板及白血球減少之情形；少數重症患者因多重器官衰竭而導致死亡。,X
罹患發熱伴血小板減少綜合症的嚴重性？,蜱蟲叮咬後患處多會出現紅腫、皮疹、水皰或瘀斑；感染者多數有發燒、噁心、嘔吐及食慾不振、血小板及白血球減少之情形；少數重症患者因多重器官衰竭而導致死亡。,X
發熱伴血小板減少綜合症傳染途徑為何？,這問題非常好！蜱蟲主要棲息於草叢、樹林等野外環境，可伺機性地寄生在家畜或寵物的體表，人類是遭帶有病毒的蜱蟲叮咬而感染。,X
發熱伴血小板減少綜合症潛伏期和可傳染期,潛伏期約7至14天。,X
發熱伴血小板減少綜合症流行地區有哪些,發熱伴血小板減少綜合症於2009～2011年首度於中國大陸發現，主要分布於山東、江蘇、安徽、河南、湖北、遼寧等地區<br />依據中國大陸監測資料顯示，病例主要分佈於山區和丘陵等農村地區，極少在城市人口中發現。日本及韓國近年也有確定病例及死亡病例發生，臺灣尚無確定病例<br />,X
如何預防發熱伴血小板減少綜合症,避免暴露於蜱蟲孳生的環境。至郊區、戶外活動或工作時，應做好個人防護措施，如穿淺色長袖衣褲、手套及長靴等保護性衣物，於衣物及皮膚裸露部位塗抹政府機關核可含DEET或Picaridin之蚊蟲忌避劑。<br />返家後，應檢查全身是否遭蜱蟲叮咬或附著，若遭硬蜱叮咬，應儘速用鑷子夾住硬蜱的口器，輕輕地將硬蜱摘除，避免其口器斷裂殘留於體內，並立刻用肥皂沖洗叮咬處，減低遭感染的機會。<br />請勿接觸鼠類、不明來源的寵物動物或野生動物，以避免遭這些動物身上可能帶有的硬蜱叮咬，並做好居家環境整潔，避免鼠類孳生躲藏而傳播病原。<br />,X
接種接種發熱伴血小板減少綜合症疫苗需要額外付費嗎？,接種發熱伴血小板減少綜合症目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,X
疑似感染發熱伴血小板減少綜合症了怎麼辦？,若出現疑似症狀時，請儘速至附近醫療院所就醫！。,X
什麼是疥瘡感染症？,疥瘡是由人疥蟎所引起，疥蟎會寄生在皮膚表層，特別在皮膚皺摺處及柔軟的地方，包括手指間、腳趾縫、肩胛骨、手腕、手肘、腋下、腰部、乳頭、陰莖、臀部等<br />免疫力較差、年長、失能、或身體虛弱的人，可能會感染較嚴重的結痂型疥瘡（挪威疥），患者身上會出現厚痂皮的疹子，裡面含有大量的疥蟎及蟲卵，傳染力較強<br />由於患者身上的疥蟎可能會掉落在衣服、床鋪及傢俱上，因此感染挪威疥的患者必須儘速進行治療，避免造成流行<br />,X
疥瘡感染症會有什麼症狀？,好問題！典型症狀為皮膚劇癢難耐，尤其夜間時更為嚴重。感染疥蟎後，由於對疥蟎及其排泄物產生過敏反應，因此皮膚會出現紅斑、丘疹、水皰等症狀，有時因劇癢抓傷引起疼痛，導致細菌感染。,X
疥瘡感染症有哪些高風險族群,一般人皆有感受性，均有可能感染。惟免疫力較差、年長、失能、或身體虛弱的人，可能會感染較嚴重的結痂型疥瘡(挪威疥)。若未正確預防，可能再次感染。,X
疥瘡感染症傳染途徑為何？,這問題非常好！疥瘡通常是長時間直接接觸患者的皮膚而感染，尤其是性伴侶及家人或同住者等親密接觸者<br />由於患者身上的疥蟎可能會掉落在衣服、床鋪及傢俱上，因此接觸患者使用過的衣物、毛巾或床舖也可能間接感染疥瘡，尤其是挪威疥的傳染力較強，較容易發生間接傳染<br />,X
疥瘡感染症潛伏期和可傳染期,1.第一次感染疥瘡約2至6週才會出現症狀，須注意的是即使患者尚未出現症狀也具有傳染力<br />2.若曾經感染疥瘡，約1至4天就會出現症狀<br />感染後即使患者尚未出現症狀，也可能傳染其他人。在患者身上的疥蟎與蟲卵全部清除前，皆具有傳染力<br />,X
疥瘡感染症流行地區有哪些,疥瘡分布於全世界，在人群密集的環境傳播特別快速，如護理之家、長期照護中心、監獄、宿舍、軍隊等。,X
如何預防疥瘡感染症,注重個人清潔衛生，並避免接觸患者的皮膚、衣物及床鋪，患者的房間建議使用吸塵器清理；此外建議患者的性伴侶及家人或同住者等親密接觸者必須同時接受治療，以避免互相傳染。,X
接種疥瘡感染症疫苗需要額外付費嗎？,疥瘡感染症目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,X
疑似感染疥瘡感染症了怎麼辦？,若出現疑似症狀時，請儘速至附近醫療院所就醫！。,X
罹患疥瘡感染症要注意什麼？,若出現疑似症狀時，請儘速至附近醫療院所就醫。經醫師診斷確定後，使用滅疥藥品（scabicides），並遵守醫囑及藥品標示的使用方法與注意事項<br />塗抹藥品時必須從脖子塗抹到腳底，全身都要塗抹，如背部、屁股縫、會陰部、肚臍、手指間、腳趾縫、指甲縫等較不易塗抹部位均須徹底塗遍，不應只塗抹發癢部位<br />,X
疑似罹患疥瘡感染症要去哪裡就醫？,若出現疑似症狀時，請儘速至附近醫療院所就醫。,X
疥瘡感染症要怎麼治療？,經醫師診斷確定後，使用滅疥藥品（scabicides），並遵守醫囑及藥品標示的使用方法與注意事項<br />塗抹藥品時必須從脖子塗抹到腳底，全身都要塗抹，如背部、屁股縫、會陰部、肚臍、手指間、腳趾縫、指甲縫等較不易塗抹部位均須徹底塗遍，不應只塗抹發癢部位<br />,X
什麼是頭蝨感染症？,頭蝨為寄生性昆蟲，只寄生於人類，以血液為食，一天中吸食人類多次血液。頭蝨通常寄生在靠近頭皮的髮根中，特別是耳朵周圍或頸背的毛髮，偶爾也會在眉毛或睫毛中發現頭蝨。,X
頭蝨感染症會有什麼症狀？,好問題！初次或輕微感染時，可能沒有症狀。頭蝨叮咬後可能引起過敏反應，最常見的症狀為頭皮發癢，可能會造成睡不安穩或失眠。有時因頭皮發癢而抓傷頭皮引起疼痛，並導致細菌感染。,X
頭蝨感染症傳染途徑為何？,這問題非常好！與感染者的頭對頭近距離接觸為最常見的傳染方式，尤其孩童在學校或家中進行團體活動或遊戲時，經常發生頭對頭（頭髮對頭髮）的接觸傳染<br />頭蝨可能爬行或附著在感染者的服飾或物品上，因此共用感染者的梳子、髮飾、衣物（如帽子、圍巾、毛巾等），或是感染者使用過的枕頭、床鋪、地毯、絨毛玩偶等，也有感染頭蝨的風險<br />,X
頭蝨感染症潛伏期和可傳染期,頭蝨叮咬後可能引起過敏反應，最常見的症狀為頭皮發癢。第一次感染頭蝨約4至6週才會出現發癢的症狀，在感染者身上的頭蝨與蟲卵全部清除前，皆具有傳染力。,X
頭蝨感染症流行地區有哪些,頭蝨遍布於全世界，團體生活（例如學校）較容易發生頭蝨傳染事件<br />3至13歲的孩童可能較常感染頭蝨，且女生感染的比例較高，原因可能為遊戲時與感染者的頭對頭近距離接觸或與感染者共用梳子<br />,X
如何預防頭蝨感染症,1.避免與他人有頭對頭(頭髮對頭髮)的近距離接觸<br /> 2.避免與他人共用梳子、髮飾及衣物(如帽子、圍巾、毛巾等)<br /> 3.避免接觸感染者使用過的枕頭、床鋪、地毯、絨毛玩偶等<br /> 4.建議感染者的家人及親密接觸者均應接受檢查，若有發現感染頭蝨必須同時接受治療，以避免互相傳染。,X
接種頭蝨感染症疫苗需要額外付費嗎？,頭蝨感染症目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,X
疑似感染頭蝨感染症了怎麼辦？,若出現疑似症狀時，請儘速至附近醫療院所就醫！。,X
罹患頭蝨感染症要注意什麼？,1.避免與他人有頭對頭(頭髮對頭髮)的近距離接觸<br />2.避免與他人共用梳子、髮飾及衣物(如帽子、圍巾、毛巾等)<br />3.避免接觸感染者使用過的枕頭、床鋪、地毯、絨毛玩偶等<br />4.建議感染者的家人及親密接觸者均應接受檢查，若有發現感染頭蝨必須同時接受治療，以避免互相傳染。,X
疑似罹患頭蝨感染症要去哪裡就醫？,若出現疑似症狀時，請儘速至附近醫療院所就醫！。,X
頭蝨感染症要怎麼治療？,1.經醫師診斷確定後，使用核可去除頭蝨專用之洗髮劑或藥品(pediculicide)，並遵守醫囑及藥品標示的使用方法與注意事項。沖洗頭髮時應避免身體其他部位接觸到藥品<br /> 2.接受治療8至12小時後可使用密梳(梳齒間距小於0.3 mm為佳)梳理頭髮，以除去頭髮上的頭蝨或蟲卵。若接受治療8至12小時後頭蝨的活動力仍十分活躍，請再次就醫尋求專業協助<br /> 3.接受治療後每隔2至3天使用密梳檢查頭髮，應持續檢查2至3週，以確認頭蝨及蟲卵已完全去除。,X
什麼是淋巴絲蟲病？,人類感染血絲蟲（filariae）引起的病症稱為淋巴絲蟲病（lymphatic filariasis），又稱為象皮病（elephantiasis）<br />血絲蟲（filariae）是一種微小、線狀的寄生蟲，會經由病媒蚊叮咬吸血時而進入人體<br />可感染人類的主要有班氏絲蟲（Wuchereria bancrofti）、馬來絲蟲（Brugia malayi）以及帝汶絲蟲（Brugia timori）等三種，其中約有九成的病例為感染班氏絲蟲<br />,X
淋巴絲蟲病會有什麼症狀？,好問題！感染血絲蟲如班氏、馬來及帝汶絲蟲，大多數無症狀<br />部分病人因淋巴功能障礙，導致發燒、淋巴水腫、淋巴管炎、陰囊水腫、象皮病或熱帶性肺嗜伊紅白血球過多症<br />,X
罹患淋巴絲蟲病的嚴重性？,淋巴腫大或水腫嚴重，可能會使外觀受損或失能。,X
淋巴絲蟲病有哪些高風險族群,1.前往淋巴絲蟲病流行地區的民眾<br /> 2.在病媒蚊孳生較多的場所居住或活動的民眾。,X
淋巴絲蟲病傳染途徑為何？,這問題非常好！感染性血絲蟲經由病媒蚊叮咬吸血時進入人體。,X
淋巴絲蟲病流行地區有哪些,班氏絲蟲分布於全世界的熱帶地區，馬來絲蟲分布於亞洲地區，帝汶絲蟲分布於東南亞 (印度、印尼、馬來西亞及泰國)<br />臺灣本島和金門、澎湖的居民在1960年之前有感染淋巴絲蟲病的風險，但自1958年起，經由執行長期的防治計畫，淋巴絲蟲病病例數逐年下降。目前臺灣已無淋巴絲蟲病病例<br />,X
如何預防淋巴絲蟲病,前往淋巴絲蟲病流行國家，應瞭解該地淋巴絲蟲病感染相關資訊，並採取防蚊措施（利用蚊帳、妥善使用政府機關核可含DEET或Picaridin之防蚊液、以及穿著淺色長袖衣褲等）。<br />,X
除了接種或投藥外的淋巴絲蟲病預防方法,,X
接種淋巴絲蟲病疫苗需要額外付費嗎？,淋巴絲蟲病目前沒有疫苗可以預防，建議你事先做好防蚊措施來保護自己！。,X
疑似感染淋巴絲蟲病了怎麼辦？,如果被病媒蚊叮咬後出現發燒、淋巴水腫、淋巴管炎、陰囊水腫、象皮病或熱帶性肺嗜伊紅白血球過多症的現象，應儘速就醫並告知醫師旅遊史。,X
疑似罹患淋巴絲蟲病要去哪裡就醫？,如果被病媒蚊叮咬後出現發燒、淋巴水腫、淋巴管炎、陰囊水腫、象皮病或熱帶性肺嗜伊紅白血球過多症的現象，請儘速至附近醫療院所就醫，並告知醫師旅遊史！。,X
淋巴絲蟲病要怎麼治療？,世界衛生組織建議蟠尾絲蟲症 (onchocerciasis) 的共同流行地區： 使用單一劑量albendazole (400 mg) + ivermectin (150–200 μg/kg)<br />非蟠尾絲蟲症的共同流行地區：使用單一劑量albendazole (400 mg) + diethylcarbamazine (6 mg/kg) 或單獨使用diethylcarbamazine (6 mg/kg) 12天<br />若淋巴腫大或水腫嚴重，應加強局部皮膚之清潔衛生，以防止續發性細菌性感染，若淋巴腫大嚴重，也可考慮手術治療<br />,X
什麼是地方性斑疹傷寒？,地方性斑疹傷寒又稱鼠蚤型斑疹傷寒，是由立克次體所引起的疾病，這種病原體會經由鼠蚤或貓蚤叮咬而傳播給人類。,X
地方性斑疹傷寒會有什麼症狀？,好問題！感染地方性斑疹傷寒的患者大部分有頭痛、畏寒、疲勞、發燒、肌肉酸痛和出疹等現象，但是症狀都比流行性斑疹傷寒溫和。<br />50%-80%病患會有出疹情形，約在發病第5天出現，並會持續1-4天，先出現在軀幹，然後向周圍擴散，但很少出現在手掌及脚掌。<br />大多數患者可自行康復，但部分個案可能會有嚴重症狀，若未妥善治療，可能導致肝臟、腎臟、心臟、肺臟與腦等器官的傷害。<br />,X
罹患地方性斑疹傷寒的嚴重性？,地方性斑疹傷寒在各年齡層的致死率依年齡而增加，但均小於之5%。<br />,X
地方性斑疹傷寒傳染途徑為何？,這問題非常好！具傳染性的鼠蚤在吸血時排出立克次體而污染了叮咬部位或其他新鮮的皮膚傷口。偶爾也有因吸入乾了的蚤糞而感染的病例<br />小袋鼠、貓和其他野生或家中動物均可受感染且具有自限性，但這些動物可傳送具傳染性的蚤類給人。貓蚤也是一種可能的媒介<br />,X
地方性斑疹傷寒潛伏期和可傳染期,地方性斑疹傷寒的潛伏期約1至2週，通常為12天<br />不會直接由人傳染給人<br />一旦感染蚤體，則可在蚤體中終生存在（約可長至一年）<br />,X
地方性斑疹傷寒的國內流行期,臺灣流行病例高峰通常出現在6至7月。,X
地方性斑疹傷寒流行地區有哪些,地方性斑疹傷寒遍布全世界，以亞熱帶和熱帶地區較多，主要發生在有大量老鼠存在，且人與鼠居住在同棟或鄰近的建築物之地區。<br />在台灣無散發性病例，無特定縣市分佈，但依據2014-2018年統計資料，以彰化縣、臺南市、高雄市及屏東縣病例數較多。<br />,X
如何預防地方性斑疹傷寒,首要為進行蚤類防治，請注意以下幾點：<br /> 1.隨時注意家中貓狗等寵物的健康，預防跳蚤上身。如發現家中寵物有蚤類寄生，建議諮詢獸醫師協助，或依獸醫師指示施用除蚤藥物<br /> 2.在鼠穴入口處及鼠徑上灑佈殺蟲粉劑（如合成除蟲菊精類、有機磷劑或氨基甲酸鹽類）等以滅蚤，滅蚤後再施行滅鼠<br /> 3.注重居家環境及個人衛生。<br />進行鼠類防治，居家防鼠三步驟：<br /> 1.不讓鼠來：封住屋子周圍之老鼠洞及所有空隙，以防止老鼠進入<br /> 2.不讓鼠吃：將食物與飲水收藏於適當的封閉容器內，以免引來老鼠覓食而造成污染<br /> 3.不讓鼠住：住家內外避免堆積雜物、清除廢棄物並拔除雜草、垃圾密封加蓋並儘速包妥清運、廚餘菜餚不可倒入溝內、倉庫儲藏室定期清理。<br />,X
除了接種或投藥外的地方性斑疹傷寒預防方法,,X
何時需要進行地方性斑疹傷寒的預防接種或投藥,目前治療方式主要是抗生素療法。首選藥物為doxycycline<br />疑似地方性斑疹傷寒的病患，應立即給予適當的治療，而不可等實驗室的診斷確定才予以治療<br />,X
接種地方性斑疹傷寒疫苗需要額外付費嗎？,,X
疑似感染地方性斑疹傷寒了怎麼辦？,地方性斑疹傷寒目前沒有疫苗可以預防，建議你事先做好蚤類與鼠類防治來保護自己！。,X
罹患地方性斑疹傷寒要注意什麼？,請配合醫護人員指示進行治療。,X
罹患地方性斑疹傷寒有需要隔離？,罹患地方性斑疹傷寒不需要隔離的喔,X
疑似罹患地方性斑疹傷寒要去哪裡就醫？,若出現疑似症狀時，請儘速至附近醫療院所就醫。,X
地方性斑疹傷寒要怎麼治療？,目前治療方式主要是抗生素療法。首選藥物為doxycycline。,X
什麼是流行性斑疹傷寒？,流行性斑疹傷寒又稱人蝨型斑疹傷寒，主要是由體蝨叮咬而傳播的急性傳染病，其致病原為普氏立克次體。,X
流行性斑疹傷寒會有什麼症狀？,感染流行性斑疹傷寒的患者大部分有頭痛、畏寒、虛脫、發燒、肌肉酸痛和咳嗽的現象<br />發病5至6日後全身會出現斑點，最初在身體軀幹上部，然後擴散至身體其他部位。但通常不會出現在臉、手掌及腳掌，通常約在發燒2週後症狀消失而恢復<br />,X
罹患流行性斑疹傷寒的嚴重性？,如果沒有適當的治療，致死率可高達10%至40%，且隨著年齡越大死亡率越高。,X
流行性斑疹傷寒傳染途徑為何？,體蝨因吸食流行性斑疹傷寒病患急性期的血液而受感染，受感染的蝨子會將立克次體隨糞便排出，且蝨子常於吸血時排便，人是經由揉擠蝨糞或壓擠蝨子經叮咬之傷口而感染<br />也有因吸入蝨糞中的菌體而導致感染的少數例子。 再發性之流行性斑疹傷寒（Brill-Zinsser）病人會感染蝨子，並在受蝨子侵襲的地區引發新的流行<br />,X
流行性斑疹傷寒潛伏期和可傳染期,潛伏期約1至2週，通常為12天<br />不會直接由人傳染給人。人在發燒期或溫度回復正常後2～3天內血液中存在病原體可傳給蝨子，蝨子在吸血2～6天後會由糞中排出立克次體而傳遞，若蝨體被壓擠破碎則傳染期會提早<br />蝨子約在感染2週內死亡，但立克次體可在死亡的蝨子中存活數週<br />,X
流行性斑疹傷寒流行地區有哪些,在生活衛生條件較差且受蝨子侵襲的寒冷地區較易發生，地區性的傳染中心為墨西哥山區、中南美洲、中非、東非和亞洲的一些國家。美國東部則有零星個案與飛鼠（Glaucomys volans）接觸而感染<br />臺灣地區於光復後未曾有報告病例<br />,X
如何預防流行性斑疹傷寒,圖片檔名epidemic-3。防蝨、滅蝨為預防最佳方法，包括： 1.戴防護手套或利用粉末噴灑器將殘留性殺蟲粉適當的間歇施用於適合體蝨孳生的處所及衣服上 2.注重家戶衛生及加強個人衛生 3.住於高危險地區的居民，應採取勤洗頭髮，將床單、被套等寢具用水煮沸殺滅蝨體及蝨卵等防護措施。,X
除了接種或投藥外的流行性斑疹傷寒預防方法,1.注重家戶衛生及個人衛生<br /> 2.勤洗澡和換洗衣服。,X
何時需要進行流行性斑疹傷寒的預防接種或投藥,目前針對流行性斑疹傷寒的治療方式主要是抗生素療法。首選藥物為doxycycline<br />疑似流行性斑疹傷寒的病患，應立即給予適當的治療，而不可等實驗室的診斷確定才予以治療<br />,X
接種流行性斑疹傷寒疫苗需要額外付費嗎？,流行性斑疹傷寒目前沒有疫苗可以預防，建議你事先做好防護措施來保護自己！。,X
疑似感染流行性斑疹傷寒了怎麼辦？,若出現疑似症狀時，請儘速至附近醫療院所就醫！。,X
罹患流行性斑疹傷寒要注意什麼？,1.頭蝨處理：以除蟲菊精系列的殺頭蝨藥劑洗頭，處理頭髮上的蝨卵<br /> 2.衣物處理：以低毒性之殺蟲劑(如有機磷劑或除蟲菊精製品)充分噴霧衣服或床褥等以殺死體蝨；另洗燙衣服及寢具(70℃ 以上熱水中加熱一小時後清洗之)<br /> 3.住處周圍施以殘效性殺蟲劑，以徹底滅蝨。,X
罹患流行性斑疹傷寒有需要隔離？,正確的將病人及其衣服、住處和家務接觸者採取滅蝨措施後，無需隔離,X
疑似罹患流行性斑疹傷寒要去哪裡就醫？,若出現疑似症狀時，請儘速至附近醫療院所就醫！。,X
流行性斑疹傷寒要怎麼治療？,目前針對流行性斑疹傷寒的治療方式主要是抗生素療法；首選藥物為doxycycline。,X
什麼是SARS？,嚴重急性呼吸道症候群是一種非典型肺炎，致病原為新發現的冠狀病毒，並被正式命名為「SARS病毒」。,X
SARS會有什麼症狀？,主要症狀為發高燒(＞38℃)、咳嗽、呼吸急促或呼吸困難。可能伴隨其他症狀，包括：頭痛、肌肉僵直、食慾不振、倦怠、意識紊亂、皮疹及腹瀉，胸部X光檢查可發現肺部病變。,X
罹患SARS的嚴重性？,最嚴重時會出現瀰漫性肺炎，氧氣交換下降，導致肺部缺氧，所以病人會呼吸困難、缺氧，甚至導致死亡。,X
SARS傳染途徑為何？,主要經由「親密接觸」從一個人傳染給另一個人。需接觸到患者呼吸道分泌物、體液及排泄物狀況下才可能遭受感染<br />也可能是吸入或黏膜接觸病人的飛沫或體液而傳染或接觸到感染者分泌物或帶菌的體液，這裡所說的接觸也包括以曾碰過被感染者體液的手去揉鼻子、揉眼睛或是拿東西吃等等。至於要多少量的致病原才會導致感染，目前並不清楚<br />,X
SARS潛伏期和可傳染期,潛伏期：從2～7天不等，最長可達10天以上。<br /> 可傳染期：發燒是SARS病人會不會傳染給他人最重要的指標，在尚未發燒時，SARS病毒是不會傳染給他人。,X
SARS流行地區有哪些,目前全世界已無病例發生。,X
如何預防SARS？,預防SARS的方法如下: 1.養成良好衛生習慣，尤其是勤洗手及打噴嚏或咳嗽要掩口鼻 2.鼓勵民眾保持經常量體溫之健康行為 3.保持居家環境衛生及空氣流通。 4.培養良好就醫習慣。 5.避免到人群聚集或空氣不流通的地方。 6.發燒應戴口罩。,X
除了接種或投藥外的SARS預防方法,將來若有其他國家發生疫情，應盡量避免前往該地，若無法避免前往則應做好注意手部衛生及呼吸道衛生等自我防護，並盡量避免前往人群聚集或空氣不流通的地方。,X
接種嚴重急性呼吸道症候群疫苗需要額外付費嗎？,嚴重急性呼吸道症候群目前沒有疫苗可以預防，而且全世界也已無病例發生！。,X
疑似感染SARS了怎麼辦？,自疾病流行地區入境或疑似與病例接觸的民眾，若出現發燒或有急性呼吸道症狀，應全程戴上口罩，並主動通報港埠檢疫人員，配合接受檢疫及後送就醫作業，進行採檢與醫療評估<br />曾前往流行地區，而且有發燒、咳嗽等急性呼吸道症狀者請撥打1922，依防疫人員指示協助就醫<br />,X
罹患SARS要注意什麼？,應配合醫師指示進行隔離。,X
罹患SARS有需要隔離？,應配合醫師指示進行隔離,X
罹患SARS可以上班上課？,應配合醫師指示進行隔離,X
疑似罹患SARS要去哪裡就醫？,自疾病流行地區入境或疑似與病例接觸的民眾，若出現發燒或有急性呼吸道症狀者請主動通報港埠檢疫人員或撥打1922，依防疫人員指示協助就醫。,X
SARS要怎麼治療？,目前針對SARS病毒，並無已證實療效的特效藥物，良好的支持性療法可幫助絕大部分的病人渡過難關。,X
什麼是小兒麻痺？,小兒麻痺症是由小兒麻痺病毒感染所引起。小兒麻痺病毒是一種腸病毒，包含三種血清型別，其中以第一型小兒麻痺病毒最常引起流行。,X
小兒麻痺會有什麼症狀？,超過90%感染到小兒麻痺病毒的人為不顯性感染或非特異性發燒，約10%的人會出現發燒、頭痛、倦怠、噁心、嘔吐等輕微症狀。約1%的人會發生無菌性腦膜炎 ，這些被感染者約在1週後皆可完全恢復健康。<br />。只有小於1％感染到小兒麻痺病毒的人會出現無力麻痺症狀。其中又有0.5%的麻痺症狀無法復原，少數因呼吸道麻痺導致死亡。,X
罹患小兒麻痺的嚴重性？,最嚴重可能導致永久性的肢體麻痺或死亡。,X
小兒麻痺有哪些高風險族群,未接種疫苗者或未完成接種者為高風險族群。,X
小兒麻痺傳染途徑為何？,小兒麻痺病毒傳染力高，以糞口途徑為主，不過在衛生良好的環境，透過咽喉分泌物的傳播相對上就比較重要；有少數的報告指出，遭糞便污染的牛奶、食品也可能成為傳染媒介。在人口密集機構或是家庭中密切接觸的情況下，傳播風險增加。,X
小兒麻痺潛伏期和可傳染期,小兒麻痺病毒的潛伏期約3～35天，通常是7～14天。<br /> 只要感染者持續排放病毒就可能造成傳染，傳染力最強的時間應是發病前後。在暴露於有臨床症狀或不顯感染者之後的36小時，受感染者的喉部分泌物就可檢出病毒，而72小時後，糞便也開始帶有病毒。病毒在喉部約存在1週，在糞便中的病毒約可存在3～6週或更久。,X
小兒麻痺的國內流行期,我國為小兒麻痺症根除國家。,X
小兒麻痺流行地區有哪些,目前野生株流行地區為巴基斯坦、阿富汗、奈及利亞等。<br />其他具感染風險之國家，可至下方網站查詢<a target='_blank' href='https://goo.gl/W2RZL9'>https://goo.gl/W2RZL9</a>,X
如何預防小兒麻痺,預防小兒麻痺症最有效的方法就是按時接種小兒麻痺疫苗。,X
