如果個案拒絕加入都治計畫，有什麼治療的選擇？,接受LTBI治療者均建議加入都治計畫，透過關懷員關懷目視服藥 (DOPT或eDOPT皆可)，可及早發現不良反應，避免嚴重傷害，順利完成療程。若個案不接受都治，則不建議醫師開立4R處方。,4R
懷孕或哺乳中的婦女可以使用4R處方嗎？,"懷孕或哺乳中的婦女若為isoniazid抗藥指標個案之接觸者，可以使用4R處方，而治療與否，建議應以發病風險來考慮。
由於懷孕和產後三個月婦女治療時發生肝毒性的機會可能增加，若非HIV感染者或親密接觸者，可考慮延後至產後三個月開始LTBI治療，但仍應以接觸者發病風險來考慮是否延後給予LTBI治療。",4R
洗腎個案可以使用4R處方嗎？,洗腎個案仍可使用4R處方，不需調整劑量，惟洗腎當日之藥物應於洗腎後給予。,4R
使用4R處方可能會出現什麼不良反應？,"可能會出現的不良反應如下：
1.肝毒性。
2.血液異常（血小板減少症，溶血性貧血）。
3.紅疹或搔癢。
4.疲勞或食慾不振。
5.腹部不適。
6.發燒或發冷。
如服藥後出現不適症狀，請立即與都治關懷員連繫，讓公衛護理人員及醫師協助您。
",4R
使用4R處方有什麼注意事項？,"1.? 使用4R處方者均應加入DOPT，關懷員以一般親眼目睹方式關懷個案服藥 (DOPT或eDOPT皆可)。醫療端向個案說明服藥規範，請個案與公共衛生護士聯繫，討論每次服藥時間，以利個案預先規劃其個人行程。
2.使用rifampin，體液或某些身體組織可能變橘紅色，例如：皮膚、牙齒、舌頭、尿液、糞便、唾液、痰液、淚液、汗液、腦脊髓液。此外，隱形眼鏡或假牙可能被永久染色。
3.Rifampin可能會與其他藥物有交互作用。包含：口服避孕藥、coumadin類抗凝血劑、口服降血糖藥物等等，請需注意藥物交互作用，請參見結核病診治指引第六章。
4.Rifampin抑制荷爾蒙避孕藥的效用，因此應該建議使用口/經皮貼片/或其他全身性荷爾蒙避孕藥的個案，改用其他非荷爾蒙避孕法，例如保險套等。",4R
服用4R處方如有嚴重副作用，可以申請藥害救濟嗎？,可以，使用4R處方如出現嚴重副作用，請依藥害救濟申請?程辦理。,4R
使用4R處方治療過程中需要做哪些監測？,"治療潛伏結核感染時，仍須留意肝炎的副作用。過去的系統性回顧顯示4R治療導致停藥的肝毒性比例約為0–0.7%，相較於9H（1.4–5.2%）為低1，台灣監所收容人使用4R導致肝毒性停藥比例為0％2。因此治療期間的肝炎副作用監測，依現行診治指引之建議應已足夠，主要是評估個案若有慢性肝病、其他潛在可能引起肝炎的狀況或年齡? 35歲，建議常規進行治療前的檢驗，後續再依照肝炎風險高低，來考慮增加肝炎的監測頻率。此外，建議在用藥前檢驗CBC/DC基礎值。治療期間的追蹤建議請參見結核病診治指引第十章。
Reference: 
1. Ziakas et al. CID 2009; 49:1883–9.
2. Chan et al. IJTLD 2012; 16(5):633–638
",4R
4R處方用藥如何申報費用？,4R處方用藥(rifampin)為健保支付用藥，故同9H處方方式，依循健保申報方式辦理。,4R
有關健保署代收代付，可以申報哪些項目？,"有關結核病接觸者檢查及LTBI治療，除原作法，亦即接觸者憑「TB接觸者就醫轉介單」至醫療院所接受檢查及治療，醫療院所申請健保醫療給付及本署部分負擔費用外，另額外新增三項給付項目（即「套裝給付」），分別是：
1.E4003C「結核病接觸者檢查衛教諮詢及抽血」100點
2.E4004C「丙型干擾素釋放試驗IGRA檢驗（不含試劑費）」300點
3.E4005C「潛伏結核感染治療衛教諮詢」100點
",潛伏結核感染
哪些醫療院所除原健保醫療給付外，可以申報上述新增三項給付項目？,醫療院所須為潛伏結核感染治療指定醫院方可申報。,潛伏結核感染
衛生所如果有醫療門診，且為LTBI治療指定醫院，是否可以申報？,倘接觸者至衛生所醫療門診就醫，接受衛教諮詢、抽血、LTBI治療等服務，衛生所可以申報對應之健保代辦項目。,潛伏結核感染
符合哪些條件才可以申報這些新增健保代收代付項目？,"給付條件如下：
1.執行結核病接觸者檢查衛教諮詢、抽血者，可申報「結核病接觸者檢查衛教諮詢及抽血」項目100點。
2.執行丙型干擾素釋放試驗IGRA檢驗者，可申報「丙型干擾素釋放試驗IGRA檢驗（不含試劑費）」項目300點。
3.倘潛伏結核感染檢驗（TST/IGRA）結果為陽性，經合作醫師評估通過而加入潛伏結核感染治療，首次處方開立可申報「潛伏結核感染治療衛教諮詢」100點。故TST/IGRA檢驗陰性者，就診醫院無法申報該項目。
",潛伏結核感染
5歲以上接觸者因個人因素，抽血失敗，應如何處置？,應儘可能給予接觸者衛教且執行抽血，但如血量不足以進行後續檢驗，且確定無法再進行抽血者，請於「TB接觸者就醫轉介單」註明「抽血失敗」，並請個案回衛生所改以TST進行服務，做為LTBI診斷工具。台北市部分，則依現行狀況由具有合格TST 試驗人員之醫院進行TST服務。,潛伏結核感染
接觸者若曾進行TST或IGRA檢驗結果為陰性者，此次因再度曝觸結核病個案又被匡列為接觸者，可以再做IGRA檢驗嗎？,若曾經曝觸成為接觸者，進行TST或IGRA檢驗結果為陰性，當再度曝觸另一名個案致符合接觸者檢查對象時，仍可依規範再次進行LTBI檢驗。,潛伏結核感染
若接觸者曾為TB個案或曾經進行TST檢驗結果為陽性者，此次因再度曝觸結核病個案又被匡列為接觸者，可以再做IGRA檢驗嗎？,因目前的檢驗工具無法區分是否為新近感染，故無需重複執行LTBI檢驗。惟前次通報為排除診斷者，曾經TST/IGRA檢驗陰性或無檢驗結果，本次符合接觸者檢查對象，可進行IGRA檢驗。,潛伏結核感染
安養院/密集機構住民年齡多為65歲以上，且常見臥床（就醫不便）或合併慢性病等情形，衍生藥物交互作用或不易評估服藥之副作用等問題，是否建議此類對象進行IGRA檢驗及LTBI治療？,當這些住民經疫調而匡列為接觸者時，即依據結核病防治工作手冊給予接觸者衛教、LTBI檢驗及轉介治療評估，而是否轉介住民至醫院或由醫師至機構診治，端視機構及住民之類型而定，例如有些機構會安排醫師駐診，若該名醫師為LTBI治療合作醫師，則可由該醫師進行治療評估；若住民可自主活動，即可安排就醫進行治療評估。,潛伏結核感染
LTBI治療個案於每次就醫時，都可以申報「潛伏結核感染治療衛教諮詢」項目嗎？,只能在LTBI檢驗陽性者進行治療評估時，經合作醫師給予衛教諮詢，使接觸者接受LTBI治療，並於首次開立處方時，始可申報該項目。「潛伏結核感染治療衛教諮詢」每名個案於每家醫院365日內僅可申報一次。,潛伏結核感染
公衛端送驗IGRA血液檢體至合約實驗室，沒有過卡應如何申報？,"請依下列方式擇一辦理：
1.若送驗端（執行採血之衛生所/醫療院所）為LTBI治療指定醫院，由送驗單位進行申報，再將申報所得費用撥付予實驗室。
2.無醫療門診或非LTBI治療指定醫院之衛生所請將接觸者轉介至合作之LTBI治療指定醫院執行抽血及檢驗，由該LTBI治療指定醫院進行申報。
3.?少部分無醫療門診或非LTBI治療指定醫院之衛生所且轄區無LTBI治療指定醫院可協助執行抽血及檢驗者，則由公衛端執行抽血，並送地方政府衛生局合作之實驗室進行檢驗，公衛端不可申報健保，檢驗費用則由本署補助地方政府衛生局經費中支應。
",潛伏結核感染
未滿5歲接觸者，是否可使用IGRA進行診斷？ ,IGRA不會對BCG及大部分的NTM有反應，但對未滿5歲兒童是否適用，仍待蒐集更多證據。當臨床上遇到家長在小孩TST陽性反應而要求進行IGRA檢驗時，醫師自由判斷是否提供該項檢驗服務，建議醫師向家長說明該試劑目前判讀結果的限制，尚無法做為判斷標準。,潛伏結核感染
未滿5歲接觸者，如使用IGRA進行診斷，公費是否支應？,因目前國際間對於IGRA用於未滿5歲兒童之LTBI診斷，尚無完整研究資料，尚無法做為判斷標準，故目前政策只支應5歲以上之接觸者IGRA檢驗試劑。,潛伏結核感染
接觸者前次進行TST檢驗結果為陽性，但未接受LTBI治療，倘為勸其加入LTBI治療，是否可進行IGRA檢驗？公費是否支應？,倘高傳染性個案之接觸者曾進行TST檢驗結果為陽性，但因對TST檢驗結果存疑而拒絕接受LTBI治療，為加強勸服接觸者接受治療，可進行IGRA檢驗，公費可支應相關費用。,潛伏結核感染
若接觸者符合IGRA檢驗對象，但拒絕抽血，應如何處置？,倘若接觸者符合IGRA檢驗對象，但不願意配合進行抽血檢驗，可改以TST為診斷工具，但前提必須是該接觸者拒絕抽血，無法進行IGRA檢驗，非讓接觸者自行選擇LTBI檢驗方式。惟接觸者若改執行TST檢驗，需自費進行，公費不支應TST相關費用。,潛伏結核感染
關懷員年度例行TST檢驗是否可以改採IGRA？,關懷員亦可改採IGRA，但曾經LTBI檢驗陽性者（不論TST或IGRA）不再重複施予IGRA，針對陽性者，應分析其暴露情況、治療效益，以決定是否接受治療。,潛伏結核感染
除合約實驗室外，縣市可以選擇符合自己需求之實驗室進行檢驗嗎？,合約實驗室可提供IGRA檢驗服務，惟為提升接觸者就醫方便性，衛生局可規劃轉介接觸者至LTBI治療指定醫院，由其提供衛教、抽血、檢驗及治療評估服務，倘衛生局規劃由非本署合約或認可實驗室進行檢驗。所有提供IGRA檢驗服務之實驗室均應考量檢驗品質，並且須完成廠商辦理之IGRA檢驗教育訓練。,潛伏結核感染
送驗單如何勾選？,本署會將IGRA檢驗項目納入結核病代檢網檢驗送驗單，檢體種類請點選「血液」，送驗項目點選「IGRA」，送驗前已完成培養者請於註明欄填寫「已培養」，未培養者亦請於註明欄填寫「未培養」。,潛伏結核感染
當IGRA檢驗結果為不確定值時怎麼辦？,IGRA檢驗結果為「不確定」時可能有2種原因，一種可能是個案免疫低下造成，另一種則可能是人為操作程序錯誤造成。為利公衛端及醫療端轉介LTBI治療及診治參考，本署與實驗室溝通，將IGRA檢驗報告結果區分為4類：陽性、陰性、不確定及不確定（mitogen-nil<0.5），當接獲報告為「不確定」，建議重新採血檢驗；若報告為「不確定（mitogen-nil<0.5）」，表示個案可能免疫力不佳，鑑於此類接觸者為TB高風險族群，倘再抽血檢測，結果亦可能為不確定值，建議不再抽血檢驗，惟此類個案顯示免疫力不佳，又為明確接觸者，建議給予LTBI治療，但仍視臨床綜合性評估決定是否治療。,潛伏結核感染
公費購買的Rifapentine會放置在那些醫院，醫院分配的藥物如果快用完了要如何申請？,本署已分階段逐步增加供給醫院數，醫院請彙整需求量向所在地衛生局提出申請，再由衛生局彙整後向本署提出需求，進行配送。,潛伏結核感染
當LTBI治療個案臨時無法於約定日服藥，可以提前或延後嗎？,考慮「速克伏」短程治療處方藥物半衰期，及配合實務上都治計畫可能面臨爽約之情形，爽約後的第二天，儘快目視服藥，總之越快越好。依據美國CDC的建議，若欲提早或延後，兩個劑量間，間隔須大於72小時，並於下個劑量回到原來的每7天服藥週期，28天內不超過5個劑量來給予為原則。,潛伏結核感染
若個案使用「速克伏」短程治療處方，是否可以磨粉使用？需要注意什麼？,可以磨粉，但rifapentine會有膜衣存在，此為正常現象。另外，若要搭配其他食物，建議可與巧克力布丁等澱粉類食物一起服用，較易吸收，但不建議與果汁、果凍等酸性食物搭配服用。,潛伏結核感染
LTBI個案服用「速克伏」短程治療處方常見的副作用是什麼？,"依文獻指出，與藥物相關的肝炎發生比例，「速克伏」（3HP）明顯地較9H來得低（0.4% vs. 2.7%），而造成永久停藥分別為0.3-0.9%和2-4.3%1。國內資料亦顯示，與藥物相關的肝炎發生比例，3HP較低於9H（1.5% vs. 5.3%），且成人使用3HP會因藥物造成的肝炎而永久停藥之情形較低於9H2，3。因此治療期間的肝炎副作用監測，原則依照結核病診治指引進行（請見附件二、潛伏結核感染治療之肝功能監測流程）。
非肝炎而導致永久停藥之副作用中，約3.5%的病人有全身性藥物反應，其中63%為類似流感之症狀（flu-like syndrome），例如：頭暈、頭痛、噁心或嘔吐、肌肉痠痛、無力、疲倦、發燒、盜汗、呼吸急促、臉紅及寒顫等；這種情況在9H處方的發生率則相當低（0.4%有全身性藥物反應，其中13%為flu-like syndrome）1，上述的不舒服若經過症狀治療與再確認，造成3HP和9H永久停藥分別為3.5%和0.4%。此類全身性藥物反應副作用，多在短時間內可緩解，不影響服藥，較嚴重的全身性反應絕大多數發生在第三到第四個劑量。國內資料則顯示3，9.5%使用者會因不良反應永久停藥，其中以發燒(37%)、皮膚癢疹(23%)、頭暈(22%)及嘔吐(20%)為最常見，佔整體服藥民眾的比率分別為3.5%，2.2%，2.1%及1.9%。
此外，「速克伏」亦可能有過敏反應的發生（例如：低血壓、蕁麻疹、血管神經性水腫、急性支氣管痙攣、結膜炎、血小板減少、中性球減少），發生率<1%，如果發生過敏反應，建議停藥並視臨床需要給予支持療法1。而國內監測資料顯示3，過敏反應導致永久停藥的機率約為1.3?，初期症狀可能是類流感或疲勞不適，症狀的發作時間一次比一次快速(可能一吃藥半小時內就發作)，造成永久停藥之不良反應可能在第三次至第十次服藥後發生，以冒冷汗、喘及胸悶或腹痛為常見之臨床表現，患者至急診或住院時有血壓偏低、心跳快的情形，部分病患會抱怨似乎要昏過去的感覺，經給予輸液支持後症狀可獲得緩解，緩解時間從6-48小時不等。此類病患停藥後，未留下長期後遺症亦無死亡情形，與國外經驗相仿。

參考文獻
1.??? Clin Infect Dis. 2015; 61(4):527-35 
2.??? Tuberculosis (Edinb). 2018 Jul;111:121-126.
3.??? 速克伏全都治：副作用、介入成效及抗藥性產生評估。MOHW106-CDC-C-315-113122. 
<a target=""_blank"" href=""https://www.cdc.gov.tw/File/Get/cCFCc4Xz1wfB862BeIIuDg"">https://www.cdc.gov.tw/File/Get/cCFCc4Xz1wfB862BeIIuDg</a>",潛伏結核感染
使用「速克伏」短程治療處方者，倘有副作用，應如何處置？,"1.個案端：由醫師評估處理，亦可來電1922洽詢。
2.公衛端：都治關懷員應落實都治關懷服藥，並於系統詳實維護都治紀錄，當觀察到個案有嚴重副作用時，請立即協助個案返診。
",潛伏結核感染
服用「速克伏」短程治療處方如有嚴重副作用，可以申請藥害救濟嗎？,Rifapentine已取得我國藥證，符合申請藥害救濟的範圍。如出現嚴重副作用，請依一般藥害救濟申請程序辦理。,潛伏結核感染
使用「速克伏」短程治療處方治療過程中需要做哪些監測？停藥標準是什麼？,"治療潛伏結核感染時，仍須留意肝炎的副作用。「速克伏」短程治療處方（3HP）較9H更少發生藥物性肝炎，因此治療期間的肝炎副作用監測，原則上比照9H處方現行診治指引之建議，評估個案是否有潛在性肝病或其他特殊可能引起肝炎的狀況，以及年齡≧35歲，建議常規進行治療前的檢驗，詳情請見附件二、潛伏結核感染治療之肝功能監測流程。
與9H不同的地方是，在肝病或者有其他醫療的考慮（貧血或血小板相關的疾病）時，需要抽驗CBC/DC的基礎值，再決定追蹤的頻率。治療期間需要每月回診。
至於停藥的標準，肝炎的原則如9H。其餘非過敏反應的副作用，視臨床需要給予支持療法，停藥與否視個別病人是否能接受，及臨床嚴重度而決定。
<a target=""_blank"" href=""https://www.cdc.gov.tw/File/Get/cCFCc4Xz1wfB862BeIIuDg"">https://www.cdc.gov.tw/File/Get/cCFCc4Xz1wfB862BeIIuDg</a>",潛伏結核感染
使用「速克伏」短程治療處方者，因第1個dose在醫院服藥，後續即便11次皆親眼目睹卻未達DOPT親自關懷率A級，非公衛端之責任，是否可調整A級標準？,使用短程治療處方，其12個dose皆須以傳統都治方式親眼目睹為原則，惟考量實際情形，已調整都治親自關懷率為「療程中達80%以上為A級」。,潛伏結核感染
接觸者經LTBI合作醫師評估後願意接受LTBI治療，且使用「速克伏」短程治療處方，但後續公衛端與其聯繫卻拒絕加入都治，該怎麼辦？,"針對加入LTBI治療且使用「速克伏」短程治療處方之個案，均須接受都治關懷(可以視訊都治方式)服藥。第一次訪視請公衛護士告知此處方藥物為本署公費提供，須配合都治送藥始可使用。倘個案拒絕納都或拒將藥物交付予關懷員，請公衛護士聯絡醫院個管師/醫師於病歷註記，並且不再提供後續劑量，改用9H治療處方。
LTBI檢驗及治療政策對象擴大，系統有沒有功能可協助基層人員執行實務工作？
本署持續透過資訊系統自動化方式協助基層人員執行實務工作及減輕負擔：
1.?TB接觸者就醫轉介單：
     (1)系統已有線上列印轉介單功能，避免人工抄寫之不便及錯誤。此外，正在開發程式，未來讓基層人員可利用行動裝置建立接觸者相關資訊，減少家訪後忘記建檔接觸者之情況。
     (2)目前正在建置電子化接觸者轉介流程，未來當接觸者就醫進行檢查時，醫療端可直接於診間線上查詢接觸者相關資訊，並回覆接觸者檢查結果，減少紙本作業之行政負擔及資訊闕失之風險，提升轉介接觸者檢查之效率。
2.IGRA檢驗結果回覆：
與合約及認證實驗室溝通，將法傳系統結核病代檢網檢驗報告單之「IGRA檢驗欄位」透過自動介接方式，將檢驗結果除自動傳真與送驗單位外，另自動帶入中央追管系統。
3.LTBI治療自動警示功能：
結核病追蹤管理子系統-Monitor: Alert已建立「已接受 LTBI 治療 ( 3HP、4R或9H )，衛生機關尚未完成收案」清單，協助基層人員即時掌握新加入LTBI治療個案，順利銜接公衛管理。
",潛伏結核感染
愛滋病母子垂直感染,愛滋病毒母子垂直感染指的是說嬰兒會由已感染病毒的母親在妊娠期、生產期、或因授乳而得到愛滋病毒。,愛滋
愛滋病用藥,高效能抗愛滋病毒治療(俗稱雞尾酒療法)是組合性之抗愛滋病毒藥物，一般以兩種核酸反轉錄?抑制劑(NRTI)為治療骨幹，再從非核酸反轉錄?抑制劑(NNRTI)、蛋白?抑制劑(PI)、嵌入?抑制劑(II)或其他具新抗病毒機轉的藥物，搭配治療骨幹，以構成抗愛滋病毒藥物組合。,愛滋
卡介苗,卡介苗是用牛型結核菌，經人工繼代培養的活性減毒疫苗。接種卡介苗可避免幼童發生嚴重結核病，研究顯示，未接種卡介苗的幼童罹患結核性腦膜炎的發生率約為百萬分之152.5，是有接種者的47倍，此類疾病若未及早診治會造成腦脊髓等不可逆病變(無法自理生活、智商受損等)，並伴隨約20%~40%致死率。,愛滋
抗藥結核病,要是結核病患者不規則服藥，體內的細菌習慣這些藥物之後，就會產生抗藥性，這時一般使用的抗結核藥物就會無效。其他人萬一被這種病人傳染到，一發病就會是抗藥性結核病,愛滋
罹患愛滋病要注意什麼?,目前的藥物治療可以改善存活率，但我們仍無法治癒愛滋病毒感染。感染愛滋病毒請遵循醫囑按時服藥，不得任意停藥，必須採行安全性行為及不與別人共用針具,愛滋
嬰幼兒要如何預防小兒麻痺症？,預防小兒麻痺症最有效的方法就是按時接種小兒麻痺疫苗。</br>,小兒麻痺
MMR出國,簡單來說MMR疫苗是用?預防麻疹、腮腺炎、德國麻疹的活性減毒疫苗，接種完2劑MMR疫苗，其對麻疹的預防效果平可達97％以上，並可獲長期免疫！</br>,麻疹
外勞,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明",外勞
外籍人士,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明",外籍人士
外勞健檢,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明",外勞
外籍人士健檢,"1.外籍勞工申請入國簽證應檢具3個月內母國認可醫院核發之合格健康檢查證明。
2.母國之認可醫院名單，公布於疾病管制署<a target=""_blank"" href=""http://www.cdc.gov.tw"" >http://www.cdc.gov.tw</a> 國際旅遊與健康 > 外國人健康管理 > 外國人健檢指定與認可醫院名單 > 國外之認可醫院名單。
3.外籍勞工來臺前健康檢查項目：
  (1)胸部X光肺結核檢查
  (2)梅毒血清檢查
  (3)腸內寄生蟲糞便檢查
  (4)漢生病檢查
  (5)麻疹及德國麻疹之抗體陽性檢驗報告或預防接種證明",外籍人士
國際疫情,"關於國際疫情與旅遊建議可以參考以下網址喔<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/List/7XRS9-rOLh8NhijuoCCegA"">https://www.cdc.gov.tw/Category/List/7XRS9-rOLh8NhijuoCCegA</a>",國際疫情
國內疫情,"關於國際疫情與旅遊建議可以參考以下網址喔<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/List/ZrvS2zJwZ03tl8CbKYdI8g</a>",國內疫情
最近蒙古有鼠疫疫情，是真的嗎,"建議您可以參考鼠疫最新消息及疫情訊息網頁<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/List/o7kuZiDuSb1wiqfCmrrrxw"">https://www.cdc.gov.tw/Category/List/o7kuZiDuSb1wiqfCmrrrxw</a>",鼠疫
有登革熱疫苗嗎？,"「2015年12月全球首支登革熱疫苗問世，為法國Sanofi Pasteur藥廠所生產的Dengvaxia?，屬四價活性減毒疫苗，適用年齡為9至45歲的兒童及成人
目前已陸續在墨西哥、菲律賓、巴西及薩爾瓦多等國家核准上市，尚未在臺灣核准上市。",登革熱
孕婦有需要打MMR疫苗嗎？,"建議您可以參考預防接種建議之育齡婦女(15-49歲) 網頁<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/List/RBTBlga106hJcWufEh4YFQ"">https://www.cdc.gov.tw/Category/List/RBTBlga106hJcWufEh4YFQ</a>",MMR
留學生體檢,"建議您可以參考特殊族群注意事項網頁<a target=""_blank"" href=""https://www.cdc.gov.tw/Category/MPage/bBUjCaZLTv9gZACYTTQAog"">https://www.cdc.gov.tw/Category/MPage/bBUjCaZLTv9gZACYTTQAog</a>",留學生
 什麼是登革熱？,<br/>登革熱俗稱「天狗熱」或「斷骨熱」，是一種藉由病媒蚊叮咬而感染的急性傳染病，臨床症狀主要為發燒、頭痛、後眼窩痛、肌肉關節痛、出疹等症狀；登革熱依抗原性可分為Ⅰ、Ⅱ、Ⅲ、Ⅳ型等四種型別。<br/><br/><br/><br/><br/><br/>最後更新日期2019/1/7<br/><br/>,
登革熱的潛伏期有多久？,<br/>潛伏期為3-14天，通常為4-7天。<br/><br/><br/><br/><br/><br/>最後更新日期2019/12/20<br/><br/>,
登革熱的感染方式為何？,<br/>登革熱的感染方式主要是藉由病媒蚊叮咬人時將登革病毒傳入人體內。另外，母親懷孕時感染登革熱，登革病毒可能於孕程中或生產時垂直傳染給胎兒，造成胎兒早產、低出生體重和死亡。另登革病毒亦有可能透過受感染的血液（如輸血、器官移植、針扎等）或性行為傳播，但上述這些途徑造成傳播情形均極為罕見。<br/><br/><br/><br/><br/><br/>最後更新日期2019/12/20<br/><br/>,
登革熱的傳染途徑？,<br/>登革熱病患於發病前一天至發病後第五天，血液中存在有登革病毒(此時期稱為病毒血症期)，此時若被斑蚊叮咬，斑蚊因此感染病毒，而病毒在蚊蟲體內增殖8-12天後，病毒就會至病媒蚊的唾液腺，這隻斑蚊即具有傳染力，當它再叮咬其他健康人時，就將病毒傳出，這隻斑蚊終生均具有傳播病毒的能力。另外，母親懷孕時感染登革熱，登革病毒可能於孕程中或生產時垂直傳染給胎兒，造成胎兒早產、低出生體重和死亡。另登革病毒亦有可能透過受感染的血液（如輸血、器官移植、針扎等）或性行為傳播，但上述這些途徑造成傳播情形均極為罕見。<br/><br/><br/><br/><br/><br/>最後更新日期2019/12/20<br/><br/>,
斑蚊之生活史為何？,<br/>斑蚊生活史包括卵、幼蟲（孑孓）、蛹、成蚊四階段，而其發育所需的時間常因溫度、食物的狀況而有不同。一般而言，平均卵期1-3天，幼蟲期4-7天，蛹期1-4天，所以斑蚊從卵、幼蟲至蛹約需6-14天，雌蚊約可存活15-30天，雄蚊約7-14天。<br/><br/><br/><br/><br/><br/>最後更新日期2019/1/7<br/><br/>,
登革病毒有哪些宿主？,<br/>目前已知登革病毒的自然宿主有人類、靈長類、與斑蚊等三種。靈長類包括黑猩猩、長臂猿等，其病毒血症期比人類短，約為1-2天。人類是唯一會有臨床症狀的宿主。<br/><br/><br/><br/><br/><br/>最後更新日期2019/1/7<br/><br/>,
登革熱病毒是否會經斑蚊親代傳播給子代？,<br/>世界上登革熱流行國家，有經常流行國家與非經常流行國家之區分，經常流行地區如新加坡等，曾經由野外採集之病媒蚊如埃及斑蚊或白線斑蚊之雌蚊及雄蚊身上檢測出登革病毒，其比率約為4-5%，由於雄蚊無吸血習性，因此來自親代之可能性高，被稱作經卵傳播(transovarialtransmission)。我國之登革熱疫情經多年研究，病毒之來源多因外出旅遊感染之民眾所引進，除流行期外甚少看到散發之零星病例，且2006年疾病管制署已從野外採22,
"	什麼是屈公病？和登革熱有甚麼不同？ ",<br/>屈公病是經由帶有屈公病病毒的斑蚊叮咬而感染的疾病，感染屈公病的患者大部分會出現發燒、頭痛、疲勞、噁心、嘔吐、肌痛、出疹及關節痛，與登革熱的症狀非常類似。和登革熱不同的是，部分感染屈公病的病人會持續數週的倦怠感，有些患者的關節會痛到無法行動，並持續數週至數月，而典型的登革熱並不會出現長期的關節痛。<br/><br/><br/><br/><br/><br/>最後更新日期2019/1/7<br/><br/>,
臺灣傳播登革熱的病媒蚊有哪些種類？,<br/>臺灣地區傳播登革熱的病媒蚊為斑蚊屬，特徵是身體黑色，腳上有白斑，主要是埃及斑蚊和白線斑蚊兩種。其中埃及斑蚊成蚊胸部兩側具有一對似七弦琴之縱線及中間一對黃色縱線，喜歡棲息於室內；白線斑蚊中胸楯板有一條白色中央縱紋，大多棲息於室外。<br/><br/><br/><br/><br/><br/>最後更新日期2019/1/7<br/><br/>,
登革熱病媒蚊分布於臺灣哪些地區？ 氣候暖化效應有造成埃及斑蚊北移嗎？,"<br/><br/>	埃及斑蚊分布於嘉義布袋以南各縣市，包括臺南市、高雄市、屏東縣、臺東縣（臺東市）、澎湖縣（馬公市）等；而白線斑蚊則分布於臺灣全島平地及1500公尺以下之山區。<br/>	氣候暖化效應有可能造成病媒蚊生態的改變，但依照疾病管制署近幾年登革熱病媒蚊監測資料，埃及斑蚊分布區域仍沒有改變。<br/><br/><br/><br/><br/><br/><br/>最後更新日期2019/1/29<br/><br/>",
埃及斑蚊與白線斑蚊習性有什麼不同，如何區分？,"<br/><br/>	埃及斑蚊喜歡棲息在室內，多棲息在陰暗、潮濕、不通風的角落；例如在家中的廚房，在臥室則多停留於牆角、窗簾及懸掛之深色衣服上。<br/>	白線斑蚊的棲息場所主要為室外，活動場所多在離孳生源不遠且陰涼不通風的場所，例如盆栽、堆放雜物或輪胎處，以及孳生源附近的樹林草叢、竹林與空屋等處所。<br/><br/><br/><br/><br/><br/><br/>最後更新日期2019/1/29<br/><br/>",
